Iteration,Timestep,BPS_MODEL,StateClassIDSource,StratumIDDest,StateClassIDDest,AgeMin,AgeMax,Location
,,13420_59,Late1:OPN,,Late1:OPN,76,999,A3
,,13420_59,Mid1:CLS,,Late1:CLS,16,75,C1
,,13420_59,Mid1:OPN,,Late1:OPN,16,75,A1
,,13430_54_55,Early1:ALL,,Mid1:CLS,0,14,B2
,,13430_54_55,Late1:CLS,,Late1:CLS,80,999,C3
,,13430_54_55,Late1:OPN,,Late1:OPN,80,999,A3
,,13430_54_55,Mid1:CLS,,Late1:CLS,15,79,C1
,,13430_54_55,Mid1:OPN,,Late1:OPN,15,79,A1
,,13430_58_60,Early1:ALL,,Mid1:CLS,0,14,B2
,,13430_58_60,Late1:CLS,,Late1:CLS,80,999,C3
,,13430_58_60,Late1:OPN,,Late1:OPN,80,999,A3
,,13430_58_60,Mid1:CLS,,Late1:CLS,15,79,C1
,,13430_58_60,Mid1:OPN,,Late1:OPN,15,79,A1
,,13440_41,Early1:ALL,,Mid1:CLS,1,30,B2
,,13440_41,Early2:CLS,,Mid2:CLS,0,20,C1
,,13440_41,Late1:CLS,,Late1:CLS,111,999,A3
,,13440_41,Mid1:CLS,,Late1:CLS,31,110,A1
,,13440_41,Mid2:CLS,,Late1:CLS,21,110,C3
,,13440_66,Early1:ALL,,Mid1:CLS,0,29,B2
,,13440_66,Late1:CLS,,Late2:CLS,70,119,C3
,,13440_66,Late2:CLS,,Late2:CLS,120,999,A3
,,13440_66,Mid1:CLS,,Late1:CLS,30,69,C1
,,13440_66,Mid2:CLS,,Late2:CLS,30,119,A1
,,13441_51,Early1:ALL,,Mid1:OPN,0,15,B2
,,13441_51,Late1:CLS,,Late1:CLS,51,224,C3
,,13441_51,Mid1:OPN,,Mid2:OPN,16,24,A1
,,13441_51,Mid2:OPN,,Late1:CLS,25,50,A3
,,13442_51,Early1:ALL,,Mid1:CLS,0,40,B2
,,13442_51,Late1:CLS,,Late1:CLS,201,400,C3
,,13442_51,Mid1:CLS,,Mid2:CLS,41,100,C1
,,13442_51,Mid2:CLS,,Late1:CLS,101,200,A1
,,13460_54_55_58,Early1:ALL,,Mid1:OPN,0,14,B2
,,13460_54_55_58,Late1:CLS,,Late1:CLS,75,999,C3
,,13460_54_55_58,Late1:OPN,,Late1:OPN,75,999,A3
,,13460_54_55_58,Mid1:CLS,,Late1:CLS,15,74,C1
,,13460_54_55_58,Mid1:OPN,,Late1:OPN,15,74,A1
,,13470_55_58_60,Early1:ALL,,Mid1:OPN,0,14,B2
,,13470_55_58_60,Late1:CLS,,Late1:CLS,75,999,C3
,,13470_55_58_60,Late1:OPN,,Late1:OPN,75,999,A3
,,13470_55_58_60,Mid1:CLS,,Late1:CLS,15,74,C1
,,13470_55_58_60,Mid1:OPN,,Late1:OPN,15,74,A1
,,13480_37_45_98,Early1:ALL,,Mid1:OPN,0,14,B2
,,13480_37_45_98,Late1:CLS,,Late1:CLS,50,999,C3
,,13480_37_45_98,Late1:OPN,,Late1:OPN,50,999,A3
,,13480_37_45_98,Mid1:CLS,,Late1:CLS,15,49,C1
,,13480_37_45_98,Mid1:OPN,,Late1:OPN,15,49,A1
,,13490_46_48_54_55_99,Early1:ALL,,Mid1:OPN,0,12,B2
,,13490_46_48_54_55_99,Late1:CLS,,Late1:CLS,51,999,C3
,,13490_46_48_54_55_99,Late1:OPN,,Late1:OPN,51,999,A3
,,13490_46_48_54_55_99,Mid1:CLS,,Late1:CLS,13,50,C1
,,13490_46_48_54_55_99,Mid1:OPN,,Late1:OPN,13,50,A1
,,13500_57,Early1:ALL,,Mid1:CLS,0,20,B1
,,13500_57,Late1:CLS,,Late1:CLS,71,999,D1
,,13500_57,Late1:OPN,,Late1:OPN,71,100,D2
,,13500_57,Mid1:CLS,,Late1:CLS,21,70,C1
,,13500_57,Mid1:OPN,,Late1:OPN,21,70,C2
,,13500_61,Early1:ALL,,Mid1:CLS,0,35,B2
,,13500_61,Late1:CLS,,Late1:CLS,66,999,A3
,,13500_61,Mid1:CLS,,Late1:CLS,36,65,C1
,,13500_61,Mid1:OPN,,Late1:CLS,36,65,A1
,,13510_48_54_59,Early1:ALL,,Mid1:OPN,0,15,B2
,,13510_48_54_59,Late1:CLS,,Late1:CLS,51,999,C3
,,13510_48_54_59,Late1:OPN,,Late1:OPN,51,999,A3
,,13510_48_54_59,Mid1:CLS,,Late1:CLS,16,50,C1
,,13510_48_54_59,Mid1:OPN,,Late1:OPN,16,50,A1
,,13520_53_54_57_59_60_61,Early1:ALL,,Mid1:OPN,0,15,B2
,,13520_53_54_57_59_60_61,Late1:CLS,,Late1:CLS,71,999,C3
,,13520_53_54_57_59_60_61,Late1:OPN,,Late1:OPN,71,999,A3
,,13520_53_54_57_59_60_61,Mid1:CLS,,Late1:CLS,16,70,C1
,,13520_53_54_57_59_60_61,Mid1:OPN,,Late1:OPN,16,70,A1
,,13530_46_48_53_54_57_59_60_61,Early1:ALL,,Mid1:OPN,0,15,A1
,,13530_46_48_53_54_57_59_60_61,Late1:CLS,,Late1:CLS,71,999,D3
,,13530_46_48_53_54_57_59_60_61,Late1:OPN,,Late1:OPN,71,999,E1
,,13530_46_48_53_54_57_59_60_61,Mid1:CLS,,Late1:CLS,16,70,B3
,,13530_46_48_53_54_57_59_60_61,Mid1:OPN,,Late1:OPN,16,70,C1
,,13530_47,Early1:ALL,,Mid1:OPN,0,14,B2
,,13530_47,Late1:CLS,,Late1:CLS,60,999,C3
,,13530_47,Late1:OPN,,Late1:OPN,60,999,A3
,,13530_47,Mid1:CLS,,Late1:CLS,15,59,C1
,,13530_47,Mid1:OPN,,Late1:OPN,15,59,A1
,,13540_64_66,Early1:ALL,,Mid1:OPN,0,4,B2
,,13540_64_66,Late1:CLS,,Late1:CLS,65,999,A3
,,13540_64_66,Late2:CLS,,Late2:CLS,200,999,C3
,,13540_64_66,Mid1:OPN,,Mid2:CLS,5,19,C1
,,13540_64_66,Mid2:CLS,,Late1:CLS,20,64,A1
,,13550_60_65,Early1:ALL,,Mid1:OPN,0,4,B2
,,13550_60_65,Late1:CLS,,Late1:CLS,65,964,A3
,,13550_60_65,Late2:CLS,,Late2:CLS,200,999,C3
,,13550_60_65,Mid1:OPN,,Mid2:CLS,5,19,C1
,,13550_60_65,Mid2:CLS,,Late1:CLS,20,64,A1
,,13560_55_56_99,Early1:ALL,,Mid1:OPN,0,15,B2
,,13560_55_56_99,Late1:CLS,,Late1:CLS,76,999,C3
,,13560_55_56_99,Late1:OPN,,Late1:OPN,76,999,A3
,,13560_55_56_99,Mid1:CLS,,Late1:CLS,16,75,C1
,,13560_55_56_99,Mid1:OPN,,Late1:OPN,16,75,A1
,,13570_46_47_55_58_99,Early1:ALL,,Mid1:CLS,0,14,B2
,,13570_46_47_55_58_99,Late1:CLS,,Late1:CLS,80,999,C3
,,13570_46_47_55_58_99,Late1:OPN,,Late1:OPN,80,999,A3
,,13570_46_47_55_58_99,Mid1:CLS,,Late1:CLS,15,79,C1
,,13570_46_47_55_58_99,Mid1:OPN,,Late1:OPN,15,79,A1
,,13580_35_36,Early1:ALL,,Mid1:OPN,0,15,B2
,,13580_35_36,Late1:CLS,,Late1:CLS,41,999,C3
,,13580_35_36,Late1:OPN,,Late1:OPN,41,999,A3
,,13580_35_36,Mid1:CLS,,Late1:CLS,16,40,C1
,,13580_35_36,Mid1:OPN,,Late1:OPN,16,40,A1
,,13600_56,Early1:ALL,,Mid1:OPN,0,15,B2
,,13600_56,Late1:CLS,,Late1:CLS,50,499,C3
,,13600_56,Late1:OPN,,Late1:OPN,50,499,A3
,,13600_56,Mid1:CLS,,Late1:CLS,16,49,C1
,,13600_56,Mid1:OPN,,Late1:OPN,16,49,A1
,,13610_58_60,Early1:ALL,,Mid1:OPN,0,20,B2
,,13610_58_60,Late1:CLS,,Late1:CLS,101,999,C3
,,13610_58_60,Late1:OPN,,Late1:OPN,101,999,A3
,,13610_58_60,Mid1:CLS,,Late1:CLS,21,100,C1
,,13610_58_60,Mid1:OPN,,Late1:OPN,21,100,A1
,,13620_41_50,Early1:ALL,,Mid1:OPN,0,30,B2
,,13620_41_50,Late1:CLS,,Late1:CLS,116,999,A3
,,13620_41_50,Late2:OPN,,Late2:OPN,76,999,C3
,,13620_41_50,Mid1:OPN,,Late2:OPN,31,75,C1
,,13620_41_50,Mid2:CLS,,Late1:CLS,76,115,A1
,,13620_51_63_64_65_66,Early1:ALL,,Mid2:OPN,0,30,B2
,,13620_51_63_64_65_66,Late1:CLS,,Late1:CLS,151,999,A3
,,13620_51_63_64_65_66,Mid1:CLS,,Mid1:CLS,31,150,C1
,,13620_51_63_64_65_66,Mid2:OPN,,Late1:CLS,31,150,A1
,,13622_41_50,Early1:ALL,,Mid1:CLS,0,35,B2
,,13622_41_50,Late1:CLS,,Late2:CLS,121,200,A3
,,13622_41_50,Late2:CLS,,Late2:CLS,201,999,C3
,,13622_41_50,Mid1:CLS,,Mid2:CLS,36,75,C1
,,13622_41_50,Mid2:CLS,,Late1:CLS,76,120,A1
,,13630_47_53,Early1:ALL,,Mid1:OPN,0,6,B2
,,13630_47_53,Late1:OPN,,Late1:OPN,71,999,A3
,,13630_47_53,Late2:CLS,,Late2:CLS,71,999,C3
,,13630_47_53,Mid1:CLS,,Late2:CLS,7,70,C1
,,13630_47_53,Mid1:OPN,,Late1:OPN,7,70,A1
,,13640_32_44_49,Early1:ALL,,Mid1:OPN,0,6,B2
,,13640_32_44_49,Late1:OPN,,Late1:OPN,71,999,A3
,,13640_32_44_49,Late2:CLS,,Late2:CLS,71,999,C3
,,13640_32_44_49,Mid1:CLS,,Late2:CLS,7,70,C1
,,13640_32_44_49,Mid1:OPN,,Late1:OPN,7,70,A1
,,13651_40_41_50,Early1:CLS,,Mid1:CLS,0,30,B2
,,13651_40_41_50,Early2:CLS,,Early2:CLS,1,70,C1
,,13651_40_41_50,Late1:CLS,,Late1:CLS,71,999,A3
,,13651_40_41_50,Mid1:CLS,,Late1:CLS,31,70,A1
,,13651_51,Early1:CLS,,Mid1:CLS,0,30,B1
,,13651_51,Early2:CLS,,Early2:CLS,1,70,C2
,,13651_51,Late1:CLS,,Late1:CLS,71,999,B3
,,13651_51,Mid1:CLS,,Late1:CLS,31,70,A2
,,13652_41,Early1:CLS,,Mid1:CLS,0,30,B1
,,13652_41,Early2:CLS,,Early2:CLS,1,70,C2
,,13652_41,Late1:CLS,,Late1:CLS,71,999,B3
,,13652_41,Mid1:CLS,,Late1:CLS,31,70,A2
,,13652_51,Early1:CLS,,Mid1:CLS,0,30,B1
,,13652_51,Early2:CLS,,Early2:CLS,1,70,C2
,,13652_51,Late1:CLS,,Late1:CLS,71,999,B3
,,13652_51,Mid1:CLS,,Late1:CLS,31,70,A2
,,13653_41,Early1:ALL,,Mid1:CLS,0,30,B2
,,13653_41,Late1:CLS,,Late2:CLS,71,110,A1
,,13653_41,Late2:CLS,,Late3:CLS,111,200,A3
,,13653_41,Late3:CLS,,Late3:CLS,201,999,C3
,,13653_41,Mid1:CLS,,Late1:CLS,31,70,C1
,,13660_50,Early1:ALL,,Early2:CLS,0,10,B2
,,13660_50,Early2:CLS,,Mid1:CLS,11,80,A1
,,13660_50,Late1:CLS,,Late1:CLS,301,999,C3
,,13660_50,Mid1:CLS,,Late1:CLS,81,300,A3
,,13660_51_63_64_65_66,Early1:ALL,,Early2:CLS,0,10,B2
,,13660_51_63_64_65_66,Early2:CLS,,Mid1:CLS,11,80,A1
,,13660_51_63_64_65_66,Late1:CLS,,Late1:CLS,301,999,C3
,,13660_51_63_64_65_66,Mid1:CLS,,Late1:CLS,81,300,A3
,,13670_32_44,Early1:ALL,,Mid1:OPN,0,14,B2
,,13670_32_44,Late1:CLS,,Late1:CLS,60,999,C3
,,13670_32_44,Late1:OPN,,Late1:OPN,60,999,A3
,,13670_32_44,Mid1:CLS,,Late1:CLS,15,59,C1
,,13670_32_44,Mid1:OPN,,Late1:OPN,15,59,A1
,,13680_46_48_54_57_59_60_61,Early1:ALL,,Mid1:OPN,0,15,B2
,,13680_46_48_54_57_59_60_61,Late1:CLS,,Late1:CLS,76,999,C3
,,13680_46_48_54_57_59_60_61,Late1:OPN,,Late1:OPN,76,999,A3
,,13680_46_48_54_57_59_60_61,Mid1:CLS,,Late1:CLS,16,75,C1
,,13680_46_48_54_57_59_60_61,Mid1:OPN,,Late1:OPN,16,75,A1
,,13690_60_61_63_64_65_66,Early1:ALL,,Mid1:OPN,0,19,B2
,,13690_60_61_63_64_65_66,Late1:CLS,,Late1:CLS,69,999,C3
,,13690_60_61_63_64_65_66,Late1:OPN,,Late1:OPN,70,999,A3
,,13690_60_61_63_64_65_66,Mid1:CLS,,Late1:CLS,20,69,C1
,,13690_60_61_63_64_65_66,Mid1:OPN,,Late1:OPN,20,69,A1
,,13700_53_61_62,Early1:ALL,,Mid1:CLS,0,49,B2
,,13700_53_61_62,Late1:CLS,,Late1:CLS,200,999,D3
,,13700_53_61_62,Mid1:CLS,,Late1:CLS,50,199,C1
,,13700_53_61_62,Mid1:OPN,,Mid1:OPN,50,199,A1
,,13700_60_63_64_65_66,Early1:ALL,,Mid1:CLS,0,49,B2
,,13700_60_63_64_65_66,Late1:CLS,,Late1:CLS,200,999,C3
,,13700_60_63_64_65_66,Mid1:CLS,,Late1:CLS,50,199,C1
,,13700_60_63_64_65_66,Mid1:OPN,,Mid1:OPN,50,199,A1
,,13710_32_36_37_45_98,Early1:ALL,,Mid1:OPN,0,14,B2
,,13710_32_36_37_45_98,Late1:CLS,,Late1:CLS,41,999,C3
,,13710_32_36_37_45_98,Late1:OPN,,Late1:OPN,41,999,A3
,,13710_32_36_37_45_98,Mid1:CLS,,Late1:CLS,15,40,C1
,,13710_32_36_37_45_98,Mid1:OPN,,Late1:OPN,15,40,A1
,,13710_44,Early1:ALL,,Mid1:OPN,0,14,B2
,,13710_44,Late1:CLS,,Late1:CLS,41,999,C3
,,13710_44,Late1:OPN,,Late1:OPN,41,999,A3
,,13710_44,Mid1:CLS,,Late1:CLS,15,40,C1
,,13710_44,Mid1:OPN,,Late1:OPN,15,40,A1
,,13720_46_99,Early1:ALL,,Mid1:OPN,0,15,B2
,,13720_46_99,Late1:CLS,,Late1:CLS,76,999,C3
,,13720_46_99,Late1:OPN,,Late1:OPN,76,999,A3
,,13720_46_99,Mid1:CLS,,Late1:CLS,16,75,C1
,,13720_46_99,Mid1:OPN,,Late1:OPN,16,75,A1
,,13730_63_64,Early1:ALL,,Mid1:CLS,0,29,B2
,,13730_63_64,Late1:CLS,,Late1:CLS,69,119,A3
,,13730_63_64,Late2:CLS,,Late2:CLS,70,999,C3
,,13730_63_64,Mid1:CLS,,Late2:CLS,30,69,C1
,,13730_63_64,Mid2:OPN,,Late1:CLS,30,68,A1
,,13730_65_66,Early1:ALL,,Mid1:CLS,0,29,B2
,,13730_65_66,Late1:CLS,,Late1:CLS,80,119,A3
,,13730_65_66,Late2:CLS,,Late2:CLS,70,999,C3
,,13730_65_66,Mid1:CLS,,Late2:CLS,30,69,C1
,,13730_65_66,Mid2:OPN,,Late1:CLS,30,79,A1
,,13740_64_65_66,Early1:ALL,,Mid1:CLS,0,29,B2
,,13740_64_65_66,Late1:CLS,,Late1:CLS,69,119,A3
,,13740_64_65_66,Late2:CLS,,Late2:CLS,70,999,C3
,,13740_64_65_66,Mid1:CLS,,Late2:CLS,30,69,C1
,,13740_64_65_66,Mid2:CLS,,Late1:CLS,30,68,A1
,,13750_60,Early1:ALL,,Mid1:OPN,0,5,B2
,,13750_60,Late1:OPN,,Late1:OPN,41,999,A3
,,13750_60,Late2:CLS,,Late2:CLS,51,999,C3
,,13750_60,Mid1:OPN,,Late1:OPN,6,40,C1
,,13750_60,Mid2:OPN,,Late1:OPN,6,40,A1
,,13760_48_53_57_61,Early1:ALL,,Mid1:OPN,0,14,B2
,,13760_48_53_57_61,Late1:CLS,,Late1:CLS,60,999,C3
,,13760_48_53_57_61,Late1:OPN,,Late1:OPN,60,999,A3
,,13760_48_53_57_61,Mid1:CLS,,Late1:CLS,15,59,C1
,,13760_48_53_57_61,Mid1:OPN,,Late1:OPN,15,59,A1
,,13770_60_61_63_64_65_66,Early1:OPN,,Mid1:OPN,0,10,B2
,,13770_60_61_63_64_65_66,Late1:CLS,,Late1:CLS,40,250,A3
,,13770_60_61_63_64_65_66,Late1:OPN,,Late1:OPN,40,999,C3
,,13770_60_61_63_64_65_66,Mid1:OPN,,Late1:CLS,11,39,A1
,,13780_37_44,Early1:ALL,,Mid1:OPN,0,15,B2
,,13780_37_44,Late1:CLS,,Late1:CLS,46,999,C3
,,13780_37_44,Late1:OPN,,Late1:OPN,46,999,A3
,,13780_37_44,Mid1:CLS,,Late1:CLS,16,45,C1
,,13780_37_44,Mid1:OPN,,Late1:OPN,16,45,A1
,,13790_60_65,Early1:ALL,,Mid2:ALL,0,11,B2
,,13790_60_65,Late1:CLS,,Late1:CLS,60,999,C3
,,13790_60_65,Late1:OPN,,Late1:OPN,60,999,A3
,,13790_60_65,Mid1:CLS,,Late1:CLS,12,59,C1
,,13790_60_65,Mid2:ALL,,Late1:OPN,12,59,A1
,,13800_55_99,Early1:ALL,,Mid1:OPN,0,15,B2
,,13800_55_99,Late1:CLS,,Late1:CLS,41,999,C3
,,13800_55_99,Late1:OPN,,Late1:OPN,61,999,A3
,,13800_55_99,Mid1:CLS,,Late1:CLS,16,40,C1
,,13800_55_99,Mid1:OPN,,Late1:OPN,16,60,A1
,,13810_45,Early1:ALL,,Mid1:OPN,0,10,B2
,,13810_45,Late1:CLS,,Late1:CLS,41,999,C3
,,13810_45,Late1:OPN,,Late1:OPN,41,999,A3
,,13810_45,Mid1:CLS,,Late1:CLS,11,40,C1
,,13810_45,Mid1:OPN,,Late1:OPN,11,40,A1
,,13820_55_58,Early1:ALL,,Mid1:OPN,0,15,B2
,,13820_55_58,Late1:CLS,,Late1:CLS,61,999,C3
,,13820_55_58,Late1:OPN,,Late1:OPN,61,999,A3
,,13820_55_58,Mid1:CLS,,Late1:CLS,16,60,C1
,,13820_55_58,Mid1:OPN,,Late1:OPN,16,60,A1
,,13830_32_35_36,Early1:ALL,,Mid1:OPN,0,10,B2
