bps_model_id,state_class_source,state_class_to,transition_type_id,probability,return_interval(years),age_reset,tst_min
10190_6_7_9_12_16_17_18_19,Late1:OPN,Early1:OPN,Insects or Disease,0.002,500,Yes,0
10190_6_7_9_12_16_17_18_19,Late1:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10190_6_7_9_12_16_17_18_19,Late1:OPN,Late1:OPN,Mixed Fire,0.0013,769,No,0
10190_6_7_9_12_16_17_18_19,Late1:OPN,Mid1:OPN,Insects or Disease,0.002,500,Yes,0
10190_6_7_9_12_16_17_18_19,Late2:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10190_6_7_9_12_16_17_18_19,Late2:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10190_6_7_9_12_16_17_18_19,Late2:OPN,Late2:OPN,Mixed Fire,0.001,"1,000",No,0
10190_6_7_9_12_16_17_18_19,Late2:OPN,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10190_6_7_9_12_16_17_18_19,Mid1:OPN,Early1:OPN,Insects or Disease,0.002,500,Yes,0
10190_6_7_9_12_16_17_18_19,Mid1:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10190_6_7_9_12_16_17_18_19,Mid1:OPN,Mid1:OPN,Mixed Fire,0.002,500,No,0
10200_13,Early1:ALL,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
10200_13,Early1:ALL,Early1:ALL,Surface Fire,0.001,"1,000",No,0
10200_13,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.01,100,No,0
10200_13,Late1:OPN,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
10200_13,Late1:OPN,Late1:OPN,Surface Fire,0.002,500,No,0
10200_13,Mid1:OPN,Early1:ALL,Replacement Fire,0.001,"1,000",Yes,0
10200_13,Mid1:OPN,Mid1:OPN,Surface Fire,0.002,500,No,0
10200_6_9_12_17,Early1:ALL,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10200_6_9_12_17,Early1:ALL,Early1:ALL,Surface Fire,0.005,200,No,0
10200_6_9_12_17,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.01,100,No,0
10200_6_9_12_17,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10200_6_9_12_17,Late1:OPN,Late1:OPN,Surface Fire,0.005,200,No,0
10200_6_9_12_17,Mid1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10200_6_9_12_17,Mid1:OPN,Mid1:OPN,Surface Fire,0.005,200,No,0
10210_2_3_6_7,Early1:ALL,Early1:ALL,Mixed Fire,0.013,77,No,0
10210_2_3_6_7,Early1:ALL,Early1:ALL,Replacement Fire,0.006,167,Yes,0
10210_2_3_6_7,Early1:ALL,Early1:ALL,Surface Fire,0.08,13,No,0
10210_2_3_6_7,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,45
10210_2_3_6_7,Late1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10210_2_3_6_7,Late1:CLS,Late1:CLS,Surface Fire,0.08,13,No,0
10210_2_3_6_7,Late1:CLS,Late1:OPN,Mixed Fire,0.007,143,Yes,0
10210_2_3_6_7,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10210_2_3_6_7,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,45
10210_2_3_6_7,Late1:OPN,Late1:OPN,Mixed Fire,0.015,67,No,0
10210_2_3_6_7,Late1:OPN,Late1:OPN,Surface Fire,0.09,11,No,0
10210_2_3_6_7,Mid1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10210_2_3_6_7,Mid1:CLS,Mid1:CLS,Surface Fire,0.08,13,No,0
10210_2_3_6_7,Mid1:CLS,Mid1:OPN,Mixed Fire,0.007,143,Yes,0
10210_2_3_6_7,Mid1:OPN,Early1:ALL,Replacement Fire,0.0065,154,Yes,0
10210_2_3_6_7,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,45
10210_2_3_6_7,Mid1:OPN,Mid1:OPN,Mixed Fire,0.015,67,No,0
10210_2_3_6_7,Mid1:OPN,Mid1:OPN,Surface Fire,0.09,11,No,0
10220_2_3_6_7,Early1:ALL,Early1:ALL,Mixed Fire,0.013,77,No,0
10220_2_3_6_7,Early1:ALL,Early1:ALL,Replacement Fire,0.006,167,Yes,0
10220_2_3_6_7,Early1:ALL,Early1:ALL,Surface Fire,0.08,13,No,0
10220_2_3_6_7,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,45
10220_2_3_6_7,Late1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10220_2_3_6_7,Late1:CLS,Late1:CLS,Surface Fire,0.08,13,No,0
10220_2_3_6_7,Late1:CLS,Late1:OPN,Mixed Fire,0.007,143,Yes,0
10220_2_3_6_7,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10220_2_3_6_7,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,45
10220_2_3_6_7,Late1:OPN,Late1:OPN,Mixed Fire,0.015,67,No,0
10220_2_3_6_7,Late1:OPN,Late1:OPN,Surface Fire,0.09,11,No,0
10220_2_3_6_7,Mid1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10220_2_3_6_7,Mid1:CLS,Mid1:CLS,Surface Fire,0.08,13,No,0
10220_2_3_6_7,Mid1:CLS,Mid1:OPN,Mixed Fire,0.007,143,Yes,0
10220_2_3_6_7,Mid1:OPN,Early1:ALL,Replacement Fire,0.0065,154,Yes,0
10220_2_3_6_7,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,45
10220_2_3_6_7,Mid1:OPN,Mid1:OPN,Mixed Fire,0.015,67,No,0
10220_2_3_6_7,Mid1:OPN,Mid1:OPN,Surface Fire,0.09,11,No,0
10230_14_15_24_25,Early1:ALL,Early1:ALL,Mixed Fire,0.005,200,No,0
10230_14_15_24_25,Early1:ALL,Early1:ALL,Replacement Fire,0.0066,152,Yes,0
10230_14_15_24_25,Early1:ALL,Early1:ALL,Surface Fire,0.03,33,No,0
10230_14_15_24_25,Early1:ALL,Mid1:CLS,Alternative Succession,0.03,33,Yes,0
10230_14_15_24_25,Late1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10230_14_15_24_25,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
10230_14_15_24_25,Late1:OPN,Late1:OPN,Mixed Fire,0.01,100,No,0
10230_14_15_24_25,Late1:OPN,Late1:OPN,Surface Fire,0.03,33,No,0
10230_14_15_24_25,Mid1:CLS,Early1:ALL,Replacement Fire,0.0066,152,Yes,0
10230_14_15_24_25,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
10230_14_15_24_25,Mid1:CLS,Mid1:CLS,Surface Fire,0.03,33,No,0
10230_14_15_24_25,Mid1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10230_14_15_24_25,Mid1:OPN,Mid1:OPN,Mixed Fire,0.01,100,No,0
10230_14_15_24_25,Mid1:OPN,Mid1:OPN,Surface Fire,0.03,33,No,0
10230_14_15_24_25,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.005,200,No,0
10240_14_15_24,Early1:ALL,Early1:ALL,Mixed Fire,0.005,200,No,0
10240_14_15_24,Early1:ALL,Early1:ALL,Replacement Fire,0.0066,152,Yes,0
10240_14_15_24,Early1:ALL,Early1:ALL,Surface Fire,0.03,33,No,0
10240_14_15_24,Early1:ALL,Mid1:CLS,Alternative Succession,0.03,33,Yes,0
10240_14_15_24,Late1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10240_14_15_24,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.01,100,Yes,0
10240_14_15_24,Late1:OPN,Late1:OPN,Mixed Fire,0.01,100,No,0
10240_14_15_24,Late1:OPN,Late1:OPN,Surface Fire,0.03,33,No,0
10240_14_15_24,Mid1:CLS,Early1:ALL,Replacement Fire,0.0066,152,Yes,0
10240_14_15_24,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.005,200,Yes,0
10240_14_15_24,Mid1:CLS,Mid1:CLS,Surface Fire,0.03,33,No,0
10240_14_15_24,Mid1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10240_14_15_24,Mid1:OPN,Mid1:OPN,Mixed Fire,0.01,100,No,0
10240_14_15_24,Mid1:OPN,Mid1:OPN,Surface Fire,0.03,33,No,0
10240_14_15_24,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.005,200,No,0
10240_25_27,Early1:ALL,Early1:ALL,Mixed Fire,0.033,30,No,0
10240_25_27,Early1:ALL,Early1:ALL,Replacement Fire,0.1,10,Yes,0
10240_25_27,Early1:ALL,Mid1:CLS,Alternative Succession,0.125,8,Yes,0
10240_25_27,Late1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10240_25_27,Late1:OPN,Late1:OPN,Mixed Fire,0.033,30,No,0
10240_25_27,Late1:OPN,Late1:OPN,Surface Fire,0.1,10,No,0
10240_25_27,Mid1:CLS,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10240_25_27,Mid1:CLS,Mid1:OPN,Mixed Fire,0.033,30,Yes,0
10240_25_27,Mid1:CLS,Mid1:OPN,Surface Fire,0.1,10,Yes,0
10240_25_27,Mid1:OPN,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10240_25_27,Mid1:OPN,Mid1:OPN,Mixed Fire,0.033,30,No,0
10240_25_27,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
10240_26,Early1:ALL,Early1:ALL,Replacement Fire,0.2,5,Yes,0
10240_26,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10240_26,Late1:OPN,Late1:OPN,Mixed Fire,0.05,20,No,0
10240_26,Late1:OPN,Late1:OPN,Surface Fire,0.16,6,No,0
10240_26,Mid1:OPN,Early1:ALL,Replacement Fire,0.05,20,Yes,0
10240_26,Mid1:OPN,Mid1:OPN,Mixed Fire,0.16,6,No,0
10250_14_15_24_25_26,Early1:ALL,Early1:ALL,Replacement Fire,0.1,10,Yes,0
10250_14_15_24_25_26,Late1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
10250_14_15_24_25_26,Late1:CLS,Late1:CLS,Mixed Fire,0.005,200,No,0
10250_14_15_24_25_26,Late1:CLS,Late1:CLS,Surface Fire,0.025,40,No,0
10250_14_15_24_25_26,Late1:CLS,Mid1:CLS,Wind or Weather or Stress,0.015,67,Yes,0
10250_14_15_24_25_26,Mid1:CLS,Early1:ALL,Replacement Fire,0.003,333,Yes,0
10250_14_15_24_25_26,Mid1:CLS,Mid1:CLS,Mixed Fire,0.005,200,No,0
10260_15,Early1:ALL,Early1:ALL,Mixed Fire,0.028,36,No,0
10260_15,Early1:ALL,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10260_15,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10260_15,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.002,500,Yes,0
10260_15,Late1:CLS,Late1:CLS,Competition or Maintenance,0.01,100,No,0
10260_15,Late1:CLS,Late1:CLS,Surface Fire,0.02,50,No,0
10260_15,Late1:CLS,Late1:OPN,Insects or Disease,0.0125,80,Yes,0
10260_15,Late1:CLS,Late1:OPN,Mixed Fire,0.0222,45,Yes,0
10260_15,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10260_15,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
10260_15,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,70
10260_15,Late1:OPN,Late1:OPN,Competition or Maintenance,0.001,"1,000",No,0
10260_15,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10260_15,Late1:OPN,Late1:OPN,Mixed Fire,0.013,77,No,0
10260_15,Late1:OPN,Late1:OPN,Surface Fire,0.1,10,No,0
10260_15,Mid1:CLS,Early1:ALL,Replacement Fire,0.004,250,Yes,0
10260_15,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.004,250,Yes,0
10260_15,Mid1:CLS,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10260_15,Mid1:CLS,Mid1:OPN,Mixed Fire,0.028,36,Yes,0
10260_15,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10260_15,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
10260_15,Mid1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,68
10260_15,Mid1:OPN,Mid1:OPN,Competition or Maintenance,0.005,200,No,0
10260_15,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10260_15,Mid1:OPN,Mid1:OPN,Mixed Fire,0.013,77,No,0
10260_15,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
10270_2_3_7,Early1:ALL,Early1:ALL,Mixed Fire,0.04,25,No,0
10270_2_3_7,Early1:ALL,Early1:ALL,Replacement Fire,0.01,100,Yes,0
10270_2_3_7,Early1:ALL,Early1:ALL,Surface Fire,0.1,10,No,0
10270_2_3_7,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10270_2_3_7,Late1:CLS,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10270_2_3_7,Late1:CLS,Late1:CLS,Surface Fire,0.02,50,No,0
10270_2_3_7,Late1:CLS,Late1:OPN,Mixed Fire,0.04,25,Yes,0
10270_2_3_7,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10270_2_3_7,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,20
10270_2_3_7,Late1:OPN,Late1:OPN,Mixed Fire,0.0286,35,No,0
10270_2_3_7,Late1:OPN,Late1:OPN,Surface Fire,0.1,10,No,0
10270_2_3_7,Mid1:CLS,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10270_2_3_7,Mid1:CLS,Mid1:CLS,Surface Fire,0.01,100,No,0
10270_2_3_7,Mid1:CLS,Mid1:OPN,Mixed Fire,0.0286,35,Yes,0
10270_2_3_7,Mid1:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10270_2_3_7,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10270_2_3_7,Mid1:OPN,Mid1:OPN,Mixed Fire,0.0286,35,No,0
10270_2_3_7,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
10270_4_5_6,Early1:ALL,Early1:ALL,Mixed Fire,0.005,200,No,0
10270_4_5_6,Early1:ALL,Early1:ALL,Replacement Fire,0.02,50,Yes,0
10270_4_5_6,Early1:ALL,Mid1:CLS,Alternative Succession,0.01,100,Yes,0
10270_4_5_6,Early1:ALL,Mid1:OPN,Alternative Succession,0.005,200,Yes,0
10270_4_5_6,Late1:CLS,Early1:ALL,Mixed Fire,0.0148,68,Yes,0
10270_4_5_6,Late1:CLS,Early1:ALL,Replacement Fire,0.0063,159,Yes,0
10270_4_5_6,Late1:CLS,Late1:CLS,Insects or Disease,0.003,333,No,0
10270_4_5_6,Late1:CLS,Late1:CLS,Mixed Fire,0.017,59,No,0
10270_4_5_6,Late1:CLS,Late1:CLS,Surface Fire,0.0221,45,No,0
10270_4_5_6,Late1:CLS,Late1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10270_4_5_6,Late1:CLS,Late1:OPN,Mixed Fire,0.003,333,Yes,0
10270_4_5_6,Late1:OPN,Early1:ALL,Mixed Fire,0.001,"1,000",Yes,0
10270_4_5_6,Late1:OPN,Early1:ALL,Replacement Fire,0.0008,"1,250",Yes,0
10270_4_5_6,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10270_4_5_6,Late1:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",No,0
10270_4_5_6,Late1:OPN,Late1:OPN,Mixed Fire,0.03,33,No,0
10270_4_5_6,Late1:OPN,Late1:OPN,Surface Fire,0.09,11,No,0
10270_4_5_6,Mid1:CLS,Early1:ALL,Replacement Fire,0.0136,74,Yes,0
10270_4_5_6,Mid1:CLS,Mid1:CLS,Insects or Disease,0.004,250,No,0
10270_4_5_6,Mid1:CLS,Mid1:CLS,Mixed Fire,0.0098,102,No,0
10270_4_5_6,Mid1:CLS,Mid1:CLS,Surface Fire,0.0272,37,No,0
10270_4_5_6,Mid1:CLS,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10270_4_5_6,Mid1:CLS,Mid1:OPN,Mixed Fire,0.04,25,Yes,0
10270_4_5_6,Mid1:OPN,Early1:ALL,Mixed Fire,0.005,200,Yes,0
10270_4_5_6,Mid1:OPN,Early1:ALL,Replacement Fire,0.0032,313,Yes,0
10270_4_5_6,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,32
10270_4_5_6,Mid1:OPN,Mid1:OPN,Insects or Disease,0.002,500,No,0
10270_4_5_6,Mid1:OPN,Mid1:OPN,Mixed Fire,0.03,33,No,0
10270_4_5_6,Mid1:OPN,Mid1:OPN,Surface Fire,0.0678,15,No,0
10280_2_3,Early1:ALL,Early1:ALL,Mixed Fire,0.025,40,No,0
10280_2_3,Early1:ALL,Early1:ALL,Replacement Fire,0.0066,152,Yes,0
10280_2_3,Early1:ALL,Early1:ALL,Surface Fire,0.04,25,No,0
10280_2_3,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,30
10280_2_3,Late1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10280_2_3,Late1:CLS,Late1:CLS,Surface Fire,0.0222,45,No,0
10280_2_3,Late1:CLS,Late1:OPN,Mixed Fire,0.0133,75,Yes,0
10280_2_3,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10280_2_3,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,30
10280_2_3,Late1:OPN,Late1:OPN,Mixed Fire,0.025,40,No,0
10280_2_3,Late1:OPN,Late1:OPN,Surface Fire,0.05,20,No,0
10280_2_3,Mid1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10280_2_3,Mid1:CLS,Mid1:CLS,Surface Fire,0.0222,45,No,0
10280_2_3,Mid1:CLS,Mid1:OPN,Mixed Fire,0.0133,75,Yes,0
10280_2_3,Mid1:OPN,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10280_2_3,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,30
10280_2_3,Mid1:OPN,Mid1:OPN,Mixed Fire,0.025,40,No,0
10280_2_3,Mid1:OPN,Mid1:OPN,Surface Fire,0.05,20,No,0
10280_4_6_7_12,Early1:ALL,Early1:ALL,Mixed Fire,0.005,200,No,0
10280_4_6_7_12,Early1:ALL,Early1:ALL,Replacement Fire,0.015,67,Yes,0
10280_4_6_7_12,Early1:ALL,Mid1:CLS,Alternative Succession,0.01,100,Yes,0
10280_4_6_7_12,Early1:ALL,Mid1:OPN,Alternative Succession,0.005,200,Yes,0
10280_4_6_7_12,Late1:CLS,Early1:ALL,Mixed Fire,0.003,333,Yes,0
10280_4_6_7_12,Late1:CLS,Early1:ALL,Replacement Fire,0.0038,263,Yes,0
10280_4_6_7_12,Late1:CLS,Late1:CLS,Insects or Disease,0.002,500,No,0
10280_4_6_7_12,Late1:CLS,Late1:CLS,Mixed Fire,0.0065,154,No,0
10280_4_6_7_12,Late1:CLS,Late1:CLS,Surface Fire,0.01,100,No,0
10280_4_6_7_12,Late1:CLS,Late1:OPN,Insects or Disease,0.002,500,Yes,0
10280_4_6_7_12,Late1:CLS,Late1:OPN,Mixed Fire,0.0045,222,Yes,0
10280_4_6_7_12,Late1:OPN,Early1:ALL,Replacement Fire,0.0035,286,Yes,0
10280_4_6_7_12,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10280_4_6_7_12,Late1:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",No,0
10280_4_6_7_12,Late1:OPN,Late1:OPN,Mixed Fire,0.029,34,No,0
10280_4_6_7_12,Late1:OPN,Late1:OPN,Surface Fire,0.065,15,No,0
10280_4_6_7_12,Mid1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10280_4_6_7_12,Mid1:CLS,Mid1:CLS,Insects or Disease,0.005,200,No,0
10280_4_6_7_12,Mid1:CLS,Mid1:CLS,Mixed Fire,0.007,143,No,0
10280_4_6_7_12,Mid1:CLS,Mid1:CLS,Surface Fire,0.015,67,No,0
10280_4_6_7_12,Mid1:CLS,Mid1:OPN,Insects or Disease,0.005,200,No,0
10280_4_6_7_12,Mid1:CLS,Mid1:OPN,Mixed Fire,0.018,56,Yes,0
10280_4_6_7_12,Mid1:OPN,Early1:ALL,Replacement Fire,0.0078,128,Yes,0
10280_4_6_7_12,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10280_4_6_7_12,Mid1:OPN,Mid1:OPN,Insects or Disease,0.002,500,No,0
10280_4_6_7_12,Mid1:OPN,Mid1:OPN,Mixed Fire,0.031,32,No,0
10280_4_6_7_12,Mid1:OPN,Mid1:OPN,Surface Fire,0.039,26,No,0
10290_2_3_4_5_6_7_12,Early1:ALL,Early1:ALL,Mixed Fire,0.0666,15,No,0
10290_2_3_4_5_6_7_12,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10290_2_3_4_5_6_7_12,Early1:ALL,Early1:ALL,Surface Fire,0.05,20,No,0
10290_2_3_4_5_6_7_12,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10290_2_3_4_5_6_7_12,Late1:CLS,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10290_2_3_4_5_6_7_12,Late1:CLS,Late1:CLS,Surface Fire,0.05,20,Yes,0
10290_2_3_4_5_6_7_12,Late1:CLS,Late1:OPN,Insects or Disease,0.01,100,Yes,0
10290_2_3_4_5_6_7_12,Late1:CLS,Late1:OPN,Mixed Fire,0.05,20,Yes,0
10290_2_3_4_5_6_7_12,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.01,100,Yes,0
10290_2_3_4_5_6_7_12,Late1:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10290_2_3_4_5_6_7_12,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,20
10290_2_3_4_5_6_7_12,Late1:OPN,Late1:OPN,Mixed Fire,0.02,50,No,0
10290_2_3_4_5_6_7_12,Late1:OPN,Late1:OPN,Native Grazing,0.01,100,No,0
10290_2_3_4_5_6_7_12,Late1:OPN,Late1:OPN,Surface Fire,0.1,10,No,0
10290_2_3_4_5_6_7_12,Mid1:CLS,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10290_2_3_4_5_6_7_12,Mid1:CLS,Mid1:CLS,Surface Fire,0.05,20,No,0
10290_2_3_4_5_6_7_12,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10290_2_3_4_5_6_7_12,Mid1:CLS,Mid1:OPN,Mixed Fire,0.0666,15,Yes,0
10290_2_3_4_5_6_7_12,Mid1:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10290_2_3_4_5_6_7_12,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10290_2_3_4_5_6_7_12,Mid1:OPN,Mid1:OPN,Mixed Fire,0.02,50,No,0
10290_2_3_4_5_6_7_12,Mid1:OPN,Mid1:OPN,Native Grazing,0.02,50,No,0
10290_2_3_4_5_6_7_12,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
10300_2_3_4_5_6_7,Early1:ALL,Early1:ALL,Mixed Fire,0.003,333,No,0
10300_2_3_4_5_6_7,Early1:ALL,Early1:ALL,Replacement Fire,0.0057,175,Yes,0
10300_2_3_4_5_6_7,Early1:ALL,Early1:ALL,Surface Fire,0.0667,15,No,0
10300_2_3_4_5_6_7,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10300_2_3_4_5_6_7,Mid1:CLS,Early1:ALL,Replacement Fire,0.0057,175,Yes,0
10300_2_3_4_5_6_7,Mid1:CLS,Mid1:CLS,Surface Fire,0.0667,15,No,0
10300_2_3_4_5_6_7,Mid1:CLS,Mid1:OPN,Mixed Fire,0.03,33,Yes,0
10300_2_3_4_5_6_7,Mid1:OPN,Early1:ALL,Replacement Fire,0.0057,175,Yes,0
10300_2_3_4_5_6_7,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10300_2_3_4_5_6_7,Mid1:OPN,Mid1:OPN,Mixed Fire,0.03,33,No,0
10300_2_3_4_5_6_7,Mid1:OPN,Mid1:OPN,Surface Fire,0.0667,15,No,0
10310_2_3_4_5_6_12,Early1:ALL,Early1:ALL,Mixed Fire,0.005,200,No,0
10310_2_3_4_5_6_12,Early1:ALL,Early1:ALL,Replacement Fire,0.02,50,Yes,0
10310_2_3_4_5_6_12,Early1:ALL,Mid1:CLS,Alternative Succession,0.01,100,Yes,0
10310_2_3_4_5_6_12,Early1:ALL,Mid1:OPN,Alternative Succession,0.005,200,Yes,0
10310_2_3_4_5_6_12,Late1:CLS,Early1:ALL,Mixed Fire,0.0129,78,Yes,0
10310_2_3_4_5_6_12,Late1:CLS,Early1:ALL,Replacement Fire,0.0063,159,Yes,0
10310_2_3_4_5_6_12,Late1:CLS,Late1:CLS,Insects or Disease,0.003,333,No,0
10310_2_3_4_5_6_12,Late1:CLS,Late1:CLS,Mixed Fire,0.017,59,No,0
10310_2_3_4_5_6_12,Late1:CLS,Late1:CLS,Surface Fire,0.019,53,No,0
10310_2_3_4_5_6_12,Late1:CLS,Late1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10310_2_3_4_5_6_12,Late1:CLS,Late1:OPN,Mixed Fire,0.0026,385,Yes,0
10310_2_3_4_5_6_12,Late1:OPN,Early1:ALL,Replacement Fire,0.0014,714,Yes,0
10310_2_3_4_5_6_12,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,45
10310_2_3_4_5_6_12,Late1:OPN,Late1:OPN,Insects or Disease,0.001,"1,000",No,0
10310_2_3_4_5_6_12,Late1:OPN,Late1:OPN,Mixed Fire,0.002,500,No,0
10310_2_3_4_5_6_12,Late1:OPN,Late1:OPN,Surface Fire,0.122,8,No,0
10310_2_3_4_5_6_12,Mid1:CLS,Early1:ALL,Replacement Fire,0.0136,74,Yes,0
10310_2_3_4_5_6_12,Mid1:CLS,Mid1:CLS,Insects or Disease,0.004,250,No,0
10310_2_3_4_5_6_12,Mid1:CLS,Mid1:CLS,Mixed Fire,0.0098,102,No,0
10310_2_3_4_5_6_12,Mid1:CLS,Mid1:CLS,Surface Fire,0.0272,37,No,0
10310_2_3_4_5_6_12,Mid1:CLS,Mid1:OPN,Insects or Disease,0.001,"1,000",Yes,0
10310_2_3_4_5_6_12,Mid1:CLS,Mid1:OPN,Mixed Fire,0.04,25,Yes,0
10310_2_3_4_5_6_12,Mid1:OPN,Early1:ALL,Mixed Fire,0.003,333,Yes,0
10310_2_3_4_5_6_12,Mid1:OPN,Early1:ALL,Replacement Fire,0.0042,238,Yes,0
10310_2_3_4_5_6_12,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,45
10310_2_3_4_5_6_12,Mid1:OPN,Mid1:OPN,Insects or Disease,0.002,500,No,0
10310_2_3_4_5_6_12,Mid1:OPN,Mid1:OPN,Mixed Fire,0.02,50,No,0
10310_2_3_4_5_6_12,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
10310_7,Early1:ALL,Early1:ALL,Mixed Fire,0.004,250,No,0
